129,"8.c","OrA","rajz","8.c-1/2",3,5
129,"8.c","OrA","rajz","8.c-1/2",3,6
130,"8.c","CsZ","ái","8.c-1/2",1,1
131,"8.c","BoG","magy","8.c-1/2",0,2
131,"8.c","BoG","magy","8.c-1/2",1,2
131,"8.c","BoG","magy","8.c-1/2",2,5
131,"8.c","BoG","magy","8.c-1/2",2,4
132,"8.c","BoG","drsz","8.c-1/2",4,3
133,"8.c","CsV","méd","8.b-2/3",4,3
134,"8.c","RGy","dk","2/4 inf",2,6
135,"8.c","PiK","dk","0/1 inf",4,4
136,"8.c","LiA","népt","népt",4,4
137,"8.c","LiA","népt","népt",2,6
138,"8.c","BáÁ","tör","8.c-1/2",4,1
138,"8.c","BáÁ","tör","8.c-1/2",0,3
139,"9.a","BHZs","föl","9.a-1/3",3,4
139,"9.a","BHZs","föl","9.a-1/3",0,1
140,"9.a","CsB","magy","9.a-1/3",1,6
140,"9.a","CsB","magy","9.a-1/3",2,4
140,"9.a","CsB","magy","9.a-1/3",4,3
140,"9.a","CsB","magy","9.a-1/3",2,5
141,"9.a","CsK","kémK","9.a-1/3",1,3
141,"9.a","CsK","kémK","9.a-1/3",4,2
142,"9.a","BanS","én","0/5",3,7
143,"9.a","FeA","biK","9.a-1/3",4,1
143,"9.a","FeA","biK","9.a-1/3",3,1
144,"9.a","TóT","tes","BVSC",2,3
144,"9.a","ZsB","tes","BVSC",2,3
144,"9.a","TóK","tes","BVSC",2,3
144,"9.c","TóT","tes","BVSC",2,3
144,"9.c","ZsB","tes","BVSC",2,3
144,"9.c","TóK","tes","BVSC",2,3
144,"9.a","TóT","tes","BVSC",2,2
144,"9.a","ZsB","tes","BVSC",2,2
144,"9.a","TóK","tes","BVSC",2,2
144,"9.c","TóT","tes","BVSC",2,2
144,"9.c","ZsB","tes","BVSC",2,2
144,"9.c","TóK","tes","BVSC",2,2
144,"9.a","TóT","tes","BVSC",2,1
144,"9.a","ZsB","tes","BVSC",2,1
144,"9.a","TóK","tes","BVSC",2,1
144,"9.c","TóT","tes","BVSC",2,1
144,"9.c","ZsB","tes","BVSC",2,1
144,"9.c","TóK","tes","BVSC",2,1
145,"9.a","KCs","tör","9.a-1/3",4,5
145,"9.a","KCs","tör","9.a-1/3",0,6
146,"9.a","KGa","rajz","9.a-1/3",1,7
147,"9.a","MoP","matK","8.a-2/2",3,3
147,"9.a","MoP","matK","8.c-1/2",4,4
147,"9.a","MoP","matK","7.a-0/2",0,5
148,"9.a","RGy","dk","0/1 inf",3,6
148,"9.a","RGy","dk","0/1 inf",1,5
149,"9.a","SzZs","dk","2/4 inf",3,6
149,"9.a","SzZs","dk","2/4 inf",1,5
150,"9.a","SzZs","matK","9.a-1/3",3,3
150,"9.a","SzZs","matK","9.a-1/3",4,4
150,"9.a","SzZs","matK","9.a-1/3",0,5
151,"9.a","VGy","fizK","9.a-1/3",0,2
151,"9.a","VGy","fizK","9.a-1/3",4,6
153,"9.a","KCs","of","9.a-1/3",0,7
153,"9.a","CsB","of","9.a-1/3",0,7
154,"9.a","BaS","an1K","9.a-1/3",0,4
154,"9.b","BaS","an1K","9.a-1/3",0,4
154,"9.c","BaS","an1K","9.a-1/3",0,4
154,"9.a","BaS","an1K","9.a-1/3",0,3
154,"9.b","BaS","an1K","9.a-1/3",0,3
154,"9.c","BaS","an1K","9.a-1/3",0,3
154,"9.a","BaS","an1K","9.b-1/5",3,5
154,"9.b","BaS","an1K","9.b-1/5",3,5
154,"9.c","BaS","an1K","9.b-1/5",3,5
154,"9.a","BaS","an1K","9.c-1/6",1,4
154,"9.b","BaS","an1K","9.c-1/6",1,4
154,"9.c","BaS","an1K","9.c-1/6",1,4
155,"9.a","GCs","an1K","9.c-1/6",0,4
155,"9.b","GCs","an1K","9.c-1/6",0,4
155,"9.c","GCs","an1K","9.c-1/6",0,4
155,"9.a","GCs","an1K","9.c-1/6",0,3
155,"9.b","GCs","an1K","9.c-1/6",0,3
155,"9.c","GCs","an1K","9.c-1/6",0,3
155,"9.a","GCs","an1K","1/1",3,5
155,"9.b","GCs","an1K","1/1",3,5
155,"9.c","GCs","an1K","1/1",3,5
155,"9.a","GCs","an1K","9.b-1/5",1,4
155,"9.b","GCs","an1K","9.b-1/5",1,4
155,"9.c","GCs","an1K","9.b-1/5",1,4
156,"9.a","HaH","ném1K","2/1",0,4
156,"9.b","HaH","ném1K","2/1",0,4
156,"9.c","HaH","ném1K","2/1",0,4
156,"9.a","HaH","ném1K","2/1",0,3
156,"9.b","HaH","ném1K","2/1",0,3
156,"9.c","HaH","ném1K","2/1",0,3
156,"9.a","HaH","ném1K","9.a-1/3",3,5
156,"9.b","HaH","ném1K","9.a-1/3",3,5
156,"9.c","HaH","ném1K","9.a-1/3",3,5
156,"9.a","HaH","ném1K","7.c-0/4",1,4
156,"9.b","HaH","ném1K","7.c-0/4",1,4
156,"9.c","HaH","ném1K","7.c-0/4",1,4
157,"9.a","KoP","an1K","1/4",0,4
157,"9.b","KoP","an1K","1/4",0,4
157,"9.c","KoP","an1K","1/4",0,4
157,"9.a","KoP","an1K","1/4",0,3
157,"9.b","KoP","an1K","1/4",0,3
157,"9.c","KoP","an1K","1/4",0,3
157,"9.a","KoP","an1K","7.b-0/3",3,5
157,"9.b","KoP","an1K","7.b-0/3",3,5
157,"9.c","KoP","an1K","7.b-0/3",3,5
157,"9.a","KoP","an1K","1/4",1,4
157,"9.b","KoP","an1K","1/4",1,4
157,"9.c","KoP","an1K","1/4",1,4
158,"9.a","KrP","an1K","1/1",0,4
158,"9.b","KrP","an1K","1/1",0,4
158,"9.c","KrP","an1K","1/1",0,4
158,"9.a","KrP","an1K","1/1",0,3
158,"9.b","KrP","an1K","1/1",0,3
158,"9.c","KrP","an1K","1/1",0,3
158,"9.a","KrP","an1K","9.c-1/6",3,5
158,"9.b","KrP","an1K","9.c-1/6",3,5
158,"9.c","KrP","an1K","9.c-1/6",3,5
158,"9.a","KrP","an1K","9.a-1/3",1,4
158,"9.b","KrP","an1K","9.a-1/3",1,4
158,"9.c","KrP","an1K","9.a-1/3",1,4
159,"9.a","ViV","ném1K","9.b-1/5",0,4
159,"9.b","ViV","ném1K","9.b-1/5",0,4
159,"9.c","ViV","ném1K","9.b-1/5",0,4
159,"9.a","ViV","ném1K","9.b-1/5",0,3
159,"9.b","ViV","ném1K","9.b-1/5",0,3
159,"9.c","ViV","ném1K","9.b-1/5",0,3
159,"9.a","ViV","ném1K","1/7",3,5
159,"9.b","ViV","ném1K","1/7",3,5
159,"9.c","ViV","ném1K","1/7",3,5
159,"9.a","ViV","ném1K","1/1",1,4
159,"9.b","ViV","ném1K","1/1",1,4
